Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Namespace,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Exceptions,Completed Work Items,Lock Contentions,Gen0,Allocated
GenerateAddressRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,4096,"183,030,217.78 ns","2,667,386.984 ns","2,495,075.440 ns","644,225.708 ns","182,518,600.00 ns","179,495,966.67 ns","181,066,800.00 ns","184,381,016.67 ns","188,671,733.33 ns",5.4636,"2,667,386.9841 ns",15.00,2.430,2.000,0.5932,25,*,No,"1,073 B",0.0000,0.0000,0.0000,0.0000,6737635 B
GenerateAddressRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,8192,"370,737,793.33 ns","6,837,190.870 ns","6,395,512.582 ns","1,651,314.248 ns","372,547,000.00 ns","362,983,900.00 ns","364,244,450.00 ns","375,175,300.00 ns","381,369,600.00 ns",2.6973,"6,837,190.8702 ns",15.00,1.520,2.000,0.2063,28,*,No,"1,098 B",0.0000,0.0000,0.0000,0.0000,13432968 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,64,"26,497,709.38 ns","139,920.181 ns","130,881.424 ns","33,793.438 ns","26,510,818.75 ns","26,276,825.00 ns","26,388,842.19 ns","26,594,785.94 ns","26,727,896.88 ns",37.7391,"139,920.1809 ns",15.00,1.733,2.000,0.1220,18,*,No,567 B,0.0000,0.0000,0.0000,0.0000,304277 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,128,"51,076,484.29 ns","309,341.306 ns","274,223.010 ns","73,289.182 ns","51,066,960.00 ns","50,737,130.00 ns","50,856,692.50 ns","51,161,655.00 ns","51,606,620.00 ns",19.5785,"309,341.3057 ns",14.00,2.187,2.000,0.6376,20,*,No,567 B,0.0000,0.0000,0.0000,0.0000,607423 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,256,"102,753,404.62 ns","225,633.556 ns","188,414.238 ns","52,256.707 ns","102,749,100.00 ns","102,532,840.00 ns","102,565,680.00 ns","102,916,080.00 ns","103,069,580.00 ns",9.7320,"225,633.5559 ns",13.00,1.256,2.000,0.1486,23,*,No,567 B,0.0000,0.0000,0.0000,0.0000,1217677 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,512,"207,324,137.78 ns","1,842,016.400 ns","1,723,023.284 ns","444,882.699 ns","206,802,600.00 ns","205,206,000.00 ns","205,932,033.33 ns","208,142,816.67 ns","210,431,266.67 ns",4.8234,"1,842,016.4005 ns",15.00,1.896,2.000,0.5876,26,*,No,567 B,0.0000,0.0000,0.0000,0.0000,2421392 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,1024,"422,681,050.00 ns","2,658,602.285 ns","2,356,781.677 ns","629,876.398 ns","422,794,350.00 ns","418,092,600.00 ns","421,032,125.00 ns","423,931,800.00 ns","426,661,200.00 ns",2.3659,"2,658,602.2846 ns",14.00,2.123,2.000,-0.1223,30,*,No,588 B,0.0000,0.0000,0.0000,0.0000,4857024 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,2048,"819,087,553.33 ns","2,930,453.753 ns","2,741,148.259 ns","707,761.437 ns","817,663,700.00 ns","815,379,000.00 ns","817,112,200.00 ns","821,432,400.00 ns","823,685,500.00 ns",1.2209,"2,930,453.7528 ns",15.00,1.553,2.000,0.4390,32,*,No,588 B,0.0000,0.0000,0.0000,0.0000,9745416 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,4096,"1,627,574,186.67 ns","7,456,352.605 ns","6,974,676.853 ns","1,800,853.820 ns","1,625,175,000.00 ns","1,620,016,700.00 ns","1,622,555,800.00 ns","1,632,150,150.00 ns","1,642,520,000.00 ns",0.6144,"7,456,352.6051 ns",15.00,2.224,2.000,0.7791,33,*,No,588 B,0.0000,0.0000,0.0000,0.0000,19404936 B
GeneratePersonRecordCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,8192,"3,270,963,146.67 ns","9,106,096.973 ns","8,517,848.759 ns","2,199,299.093 ns","3,272,605,900.00 ns","3,253,686,900.00 ns","3,263,745,850.00 ns","3,278,011,200.00 ns","3,281,939,600.00 ns",0.3057,"9,106,096.9735 ns",15.00,1.918,2.000,-0.4632,35,*,No,588 B,0.0000,0.0000,0.0000,0.0000,38846224 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,64,"25,345,138.17 ns","137,870.604 ns","122,218.700 ns","32,664.321 ns","25,331,078.12 ns","25,096,950.00 ns","25,282,219.53 ns","25,429,075.78 ns","25,568,250.00 ns",39.4553,"137,870.6045 ns",14.00,2.473,2.000,0.0165,17,*,No,649 B,0.0000,0.0000,0.0000,0.0000,290405 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,128,"51,417,480.67 ns","218,151.299 ns","204,058.860 ns","52,687.771 ns","51,312,830.00 ns","51,146,630.00 ns","51,280,010.00 ns","51,597,560.00 ns","51,777,040.00 ns",19.4486,"218,151.2985 ns",15.00,1.655,2.000,0.5324,20,*,No,649 B,0.0000,0.0000,0.0000,0.0000,581004 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,256,"104,278,074.67 ns","632,307.526 ns","591,460.852 ns","152,714.535 ns","104,375,320.00 ns","103,249,900.00 ns","103,998,630.00 ns","104,676,820.00 ns","105,108,440.00 ns",9.5897,"632,307.5258 ns",15.00,1.820,2.000,-0.2476,24,*,No,649 B,0.0000,0.0000,0.0000,0.0000,1173294 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,512,"212,836,242.22 ns","3,039,077.293 ns","2,842,754.786 ns","733,996.129 ns","211,846,666.67 ns","209,249,266.67 ns","210,618,083.33 ns","215,128,066.67 ns","217,994,066.67 ns",4.6984,"3,039,077.2931 ns",15.00,1.775,2.000,0.5827,27,*,No,649 B,0.0000,0.0000,0.0000,0.0000,2337437 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,1024,"437,167,500.00 ns","1,683,767.025 ns","1,406,021.724 ns","389,960.263 ns","437,432,800.00 ns","434,636,800.00 ns","436,365,800.00 ns","438,055,400.00 ns","439,509,700.00 ns",2.2875,"1,683,767.0249 ns",13.00,2.044,2.000,-0.2675,31,*,No,670 B,0.0000,0.0000,0.0000,0.0000,4648008 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,2048,"820,252,242.86 ns","5,861,296.174 ns","5,195,886.389 ns","1,388,659.049 ns","818,798,550.00 ns","813,867,100.00 ns","816,672,200.00 ns","823,094,425.00 ns","831,570,400.00 ns",1.2191,"5,861,296.1738 ns",14.00,2.422,2.000,0.7596,32,*,No,670 B,0.0000,0.0000,0.0000,0.0000,9341984 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,4096,"1,623,760,466.67 ns","4,319,431.410 ns","3,372,327.925 ns","973,507.218 ns","1,624,163,850.00 ns","1,618,927,400.00 ns","1,621,076,350.00 ns","1,626,088,950.00 ns","1,629,937,300.00 ns",0.6159,"4,319,431.4102 ns",12.00,1.793,2.000,0.0372,33,*,No,670 B,0.0000,0.0000,0.0000,0.0000,18722488 B
GeneratePersonValCollection,Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,8192,"3,351,379,820.00 ns","55,758,508.613 ns","52,156,543.552 ns","13,466,761.638 ns","3,319,334,100.00 ns","3,303,527,600.00 ns","3,312,128,650.00 ns","3,383,040,650.00 ns","3,440,371,600.00 ns",0.2984,"55,758,508.6130 ns",15.00,1.796,2.000,0.7200,36,*,No,670 B,0.0000,0.0000,0.0000,0.0000,37509008 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,64,19.80 ns,0.114 ns,0.106 ns,0.027 ns,19.80 ns,19.67 ns,19.71 ns,19.89 ns,19.99 ns,"50,500,332.7465",0.1136 ns,15.00,1.519,2.000,0.2342,4,*,No,483 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,128,18.21 ns,0.110 ns,0.103 ns,0.027 ns,18.17 ns,18.08 ns,18.14 ns,18.28 ns,18.43 ns,"54,907,730.1607",0.1099 ns,15.00,2.124,2.000,0.6795,1,*,No,483 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,256,17.56 ns,0.095 ns,0.089 ns,0.023 ns,17.52 ns,17.46 ns,17.50 ns,17.62 ns,17.77 ns,"56,940,777.7378",0.0950 ns,15.00,2.492,2.000,0.7670,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,512,18.61 ns,0.104 ns,0.097 ns,0.025 ns,18.58 ns,18.50 ns,18.55 ns,18.68 ns,18.85 ns,"53,744,502.3673",0.1040 ns,15.00,3.122,2.000,0.9460,2,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,1024,18.20 ns,0.059 ns,0.053 ns,0.014 ns,18.21 ns,18.10 ns,18.18 ns,18.24 ns,18.29 ns,"54,940,595.7398",0.0593 ns,14.00,2.259,2.000,-0.2872,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,2048,17.60 ns,0.267 ns,0.249 ns,0.064 ns,17.52 ns,17.23 ns,17.39 ns,17.79 ns,18.03 ns,"56,820,478.4550",0.2667 ns,15.00,1.503,2.000,0.2035,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,4096,17.84 ns,0.284 ns,0.266 ns,0.069 ns,17.74 ns,17.43 ns,17.64 ns,18.04 ns,18.33 ns,"56,044,813.0921",0.2839 ns,15.00,1.726,2.000,0.3486,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
Person:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,8192,18.51 ns,0.069 ns,0.061 ns,0.016 ns,18.50 ns,18.37 ns,18.49 ns,18.54 ns,18.62 ns,"54,027,948.8986",0.0688 ns,14.00,2.950,2.000,-0.1506,2,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,64,17.90 ns,0.124 ns,0.116 ns,0.030 ns,17.86 ns,17.75 ns,17.81 ns,17.97 ns,18.11 ns,"55,879,751.2457",0.1244 ns,15.00,1.961,2.000,0.5429,1,*,No,483 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,128,18.75 ns,0.112 ns,0.104 ns,0.027 ns,18.72 ns,18.63 ns,18.65 ns,18.86 ns,18.92 ns,"53,335,063.2840",0.1116 ns,15.00,1.333,2.000,0.3529,2,*,No,483 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,256,18.86 ns,0.116 ns,0.108 ns,0.028 ns,18.85 ns,18.69 ns,18.79 ns,18.92 ns,19.09 ns,"53,016,549.1960",0.1158 ns,15.00,2.324,2.000,0.5179,2,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,512,18.66 ns,0.098 ns,0.091 ns,0.024 ns,18.63 ns,18.52 ns,18.60 ns,18.71 ns,18.84 ns,"53,600,841.0147",0.0978 ns,15.00,2.161,2.000,0.4989,2,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,1024,17.98 ns,0.073 ns,0.064 ns,0.017 ns,17.97 ns,17.89 ns,17.94 ns,18.01 ns,18.12 ns,"55,604,370.5678",0.0727 ns,14.00,2.411,2.000,0.4165,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,2048,17.52 ns,0.152 ns,0.143 ns,0.037 ns,17.49 ns,17.33 ns,17.41 ns,17.62 ns,17.81 ns,"57,093,463.8632",0.1525 ns,15.00,2.072,2.000,0.6094,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,4096,17.36 ns,0.095 ns,0.084 ns,0.023 ns,17.35 ns,17.22 ns,17.31 ns,17.38 ns,17.52 ns,"57,617,464.9235",0.0952 ns,14.00,2.402,2.000,0.4059,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
PersonRecord:OrderBy(),Job-JBKLDT,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Tester.BenchmarkTests,**NEW**,8192,17.46 ns,0.166 ns,0.156 ns,0.040 ns,17.40 ns,17.29 ns,17.37 ns,17.55 ns,17.78 ns,"57,262,492.1921",0.1663 ns,15.00,2.076,2.000,0.8108,1,*,No,445 B,0.0000,0.0000,0.0000,0.0006,56 B
